% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=SpectralShapeStatistics
2.618268e+01,5.908545e+01,6.429387e+00,4.235393e+01
2.383530e+01,4.637257e+01,7.876817e+00,6.790431e+01
2.385102e+01,4.424023e+01,8.091320e+00,7.405882e+01
2.417540e+01,4.806612e+01,7.821951e+00,6.669676e+01
2.279157e+01,4.383032e+01,8.261879e+00,7.681053e+01
2.403766e+01,4.725939e+01,7.783905e+00,6.700072e+01
2.527183e+01,5.084324e+01,7.401842e+00,5.893942e+01
2.381189e+01,5.025546e+01,7.596507e+00,6.162482e+01
2.510515e+01,5.390315e+01,7.064027e+00,5.249088e+01
2.667886e+01,5.834569e+01,6.583708e+00,4.446972e+01
2.919234e+01,6.811591e+01,5.785086e+00,3.279290e+01
3.188020e+01,7.430193e+01,5.263750e+00,2.633722e+01
3.129232e+01,7.081556e+01,5.451406e+00,2.868990e+01
3.257610e+01,7.497049e+01,5.158786e+00,2.514636e+01
2.852522e+01,6.145008e+01,6.170405e+00,3.887979e+01
2.286598e+01,3.546838e+01,8.745970e+00,9.738168e+01
2.610310e+01,4.087659e+01,7.859828e+00,7.515456e+01
2.501390e+01,4.049312e+01,8.086186e+00,7.846403e+01
2.344240e+01,3.905749e+01,8.330832e+00,8.490655e+01
2.632918e+01,4.345873e+01,7.786832e+00,7.108097e+01
2.512964e+01,4.587652e+01,7.775906e+00,6.823802e+01
2.413568e+01,4.541855e+01,7.853112e+00,6.964921e+01
2.731083e+01,5.031635e+01,7.203432e+00,5.675582e+01
2.466437e+01,4.844641e+01,7.520768e+00,6.228960e+01
2.752331e+01,5.530381e+01,6.750463e+00,4.808087e+01
2.861888e+01,6.050489e+01,6.323572e+00,4.093109e+01
2.666556e+01,5.792334e+01,6.552151e+00,4.439721e+01
2.847323e+01,6.320909e+01,6.122639e+00,3.762155e+01
2.711248e+01,4.069048e+01,7.738966e+00,7.293975e+01
2.731598e+01,3.943789e+01,7.467615e+00,7.165147e+01
2.944539e+01,4.152060e+01,7.401044e+00,6.733029e+01
2.590821e+01,4.187741e+01,7.681005e+00,7.216783e+01
2.867466e+01,4.140605e+01,7.376842e+00,6.709039e+01
2.764038e+01,4.292088e+01,7.625765e+00,6.913325e+01
2.650231e+01,4.517509e+01,7.448436e+00,6.452249e+01
2.889491e+01,4.840450e+01,7.164706e+00,5.746527e+01
2.826314e+01,5.283120e+01,6.937214e+00,5.190098e+01
2.976346e+01,5.534899e+01,6.622374e+00,4.654881e+01
3.010297e+01,5.722938e+01,6.361227e+00,4.270679e+01
3.064331e+01,6.018410e+01,6.161392e+00,3.925512e+01
3.462915e+01,6.625446e+01,5.593930e+00,3.093594e+01
3.121508e+01,5.948095e+01,6.101491e+00,3.875746e+01
2.941509e+01,3.960616e+01,7.221564e+00,6.704617e+01
2.981949e+01,4.067303e+01,6.871124e+00,6.170936e+01
2.777794e+01,3.952953e+01,7.309730e+00,6.921771e+01
2.668680e+01,3.785277e+01,7.275086e+00,7.160174e+01
2.971133e+01,4.160058e+01,7.038523e+00,6.257028e+01
2.930748e+01,4.443441e+01,7.183239e+00,6.176231e+01
2.809992e+01,4.431911e+01,7.283375e+00,6.342868e+01
2.729266e+01,4.430224e+01,7.279650e+00,6.333775e+01
2.985999e+01,4.879926e+01,6.950511e+00,5.502590e+01
2.998335e+01,4.865523e+01,6.953796e+00,5.444047e+01
3.017081e+01,5.560687e+01,6.489489e+00,4.483139e+01
3.042491e+01,5.517268e+01,6.445106e+00,4.438722e+01
3.248464e+01,5.876003e+01,6.190059e+00,3.982861e+01
2.590280e+01,4.700351e+01,7.422085e+00,6.205865e+01
2.655312e+01,4.072495e+01,7.904461e+00,7.571980e+01
2.420345e+01,3.813624e+01,8.220001e+00,8.501501e+01
2.599625e+01,4.125422e+01,7.936764e+00,7.601180e+01
2.574536e+01,4.017283e+01,7.925629e+00,7.764304e+01
2.514790e+01,4.228147e+01,7.849089e+00,7.339344e+01
2.569903e+01,4.510462e+01,7.639648e+00,6.684894e+01
2.743223e+01,4.711445e+01,7.341930e+00,6.108905e+01
2.610151e+01,4.888385e+01,7.302290e+00,5.905670e+01
2.597340e+01,5.100749e+01,7.187824e+00,5.619145e+01
2.862076e+01,5.783052e+01,6.550014e+00,4.463215e+01
2.533054e+01,5.316020e+01,7.034233e+00,5.276010e+01
2.897641e+01,6.092669e+01,6.228235e+00,3.982499e+01
2.815482e+01,6.014124e+01,6.282258e+00,4.068497e+01
2.660151e+01,3.990832e+01,7.796449e+00,7.521591e+01
2.852207e+01,4.101451e+01,7.362626e+00,6.784668e+01
3.072731e+01,4.382806e+01,7.245438e+00,6.230196e+01
2.603108e+01,4.126065e+01,7.672516e+00,7.271422e+01
2.855681e+01,4.392631e+01,7.361936e+00,6.429461e+01
2.705183e+01,4.646591e+01,7.371832e+00,6.249020e+01
2.887701e+01,4.964867e+01,6.946053e+00,5.427294e+01
3.039543e+01,5.226538e+01,6.744947e+00,4.955415e+01
2.833683e+01,5.276302e+01,6.899809e+00,5.127697e+01
3.017501e+01,5.566100e+01,6.524878e+00,4.511106e+01
3.136692e+01,6.130050e+01,5.987621e+00,3.675528e+01
3.520177e+01,6.495947e+01,5.713827e+00,3.253957e+01
3.586643e+01,6.596051e+01,5.576733e+00,3.071680e+01
2.378583e+01,4.489079e+01,7.841849e+00,6.924045e+01
2.371612e+01,4.117610e+01,8.481839e+00,8.336099e+01
2.628996e+01,4.641190e+01,7.648605e+00,6.512579e+01
2.588925e+01,4.738859e+01,7.643233e+00,6.456219e+01
2.257348e+01,4.567185e+01,8.037203e+00,7.184837e+01
2.414326e+01,4.953382e+01,7.534900e+00,6.174561e+01
2.555463e+01,5.195295e+01,7.167774e+00,5.514720e+01
2.545857e+01,5.474338e+01,6.948666e+00,5.069425e+01
2.659100e+01,5.745710e+01,6.718908e+00,4.658197e+01
2.642267e+01,5.813504e+01,6.595158e+00,4.475775e+01
2.717967e+01,6.008159e+01,6.361111e+00,4.120873e+01
3.292288e+01,7.031294e+01,5.502195e+00,2.932347e+01
3.108832e+01,6.740367e+01,5.736576e+00,3.233489e+01
2.970185e+01,6.631028e+01,5.845071e+00,3.377873e+01
3.029018e+01,4.759282e+01,6.485429e+00,4.973248e+01
3.155363e+01,3.942470e+01,6.133968e+00,5.172354e+01
3.083664e+01,4.082066e+01,6.493882e+00,5.600983e+01
2.982297e+01,4.078429e+01,6.582455e+00,5.787916e+01
3.138398e+01,4.212613e+01,6.476980e+00,5.474958e+01
2.936108e+01,4.068793e+01,6.713405e+00,5.959039e+01
3.046291e+01,4.279696e+01,6.717244e+00,5.766569e+01
3.039818e+01,4.247747e+01,6.861073e+00,5.974519e+01
3.064698e+01,4.673075e+01,6.723510e+00,5.377984e+01
3.180983e+01,4.789580e+01,6.661470e+00,5.192234e+01
3.295075e+01,5.107114e+01,6.435039e+00,4.687583e+01
3.403692e+01,5.510607e+01,6.213623e+00,4.201944e+01
3.726198e+01,5.937329e+01,5.752063e+00,3.450479e+01
3.383114e+01,5.662984e+01,6.064032e+00,3.964099e+01
3.651002e+01,6.316956e+01,5.624519e+00,3.231647e+01
4.004704e+01,6.996112e+01,5.184463e+00,2.595669e+01
4.167991e+01,7.425093e+01,4.923373e+00,2.268485e+01
3.688512e+01,6.915786e+01,5.289533e+00,2.743048e+01
4.448793e+01,7.862668e+01,4.618517e+00,1.910456e+01
